phi_exact,phi_gas,W_gas,kernel_phi,mc_phi,exact_evals,gas_evals,kernel_evals,mc_evals,rmse_gas,mae_gas,rmse_kernel,rmse_mc,sim_cov,mar_cov,sign_cert,mean_width,max_width,status,converged,instance,cluster
"[ 0.00089513 -0.00097758  0.02280554  0.0119273   0.01154384  0.12921355
  0.1522579   0.22197806  0.00227413  0.0015701   0.05593273]","[ 0.000398   -0.00161833  0.02379545  0.00976588  0.01143633  0.1338132
  0.15969691  0.21451131  0.00220162  0.00129963  0.05412069]","[ 7.03998502 11.11225916  7.45196772  8.75988639  9.65425169  7.36080107
 12.04013727  7.11431739  9.19289297  9.5007638  12.32515696]","[ 0.0208229   0.          0.02866317  0.03697822  0.0107926   0.1030295
  0.15030312  0.23371478 -0.01607064 -0.01308641  0.05427347]","[ 0.00047759 -0.00038686  0.01749917  0.00691716  0.0057902   0.07029089
  0.09034953  0.14525705  0.00035983  0.00086559  0.03622981]",2048,1395,256,1720,0.00359204720129944,0.0023688314951707144,0.014898962332868035,0.03525219802200537,1.0,1.0,0.0,9.232038129436857,12.325156961519898,BUDGET_EXHAUSTED,False,32,0
"[ 6.22254466e-04  5.13950678e-04 -5.02926944e-04  1.44598148e-02
  1.69774725e-03  1.26291854e-02  3.87585196e-02  3.29310339e-01
  1.78874005e-04  5.19249817e-05  2.41620111e-02]","[-4.64841804e-05  5.49548310e-04 -1.20232334e-03  1.53093715e-02
  1.41047614e-03  1.20771017e-02  4.10659751e-02  3.28724862e-01
  1.63610424e-04 -5.09141549e-04  2.43386977e-02]","[11.596529    7.00051383  7.03534526  9.79274934  9.46897115  9.01060209
  8.54992306  9.8235221   8.80508244  9.08377204  9.93703999]","[-0.0060566   0.00245244 -0.00144593  0.01942798  0.0013359   0.00411043
  0.03934372  0.32935353  0.          0.00300603  0.0303542 ]","[ 2.95243985e-04  2.96656191e-04 -4.26119359e-04  9.35792401e-03
  9.73025507e-04  5.42424576e-03  2.25052468e-02  1.77977186e-01
  4.66150469e-04  3.69153902e-05  1.38683299e-02]",2048,1339,256,1673,0.0008559992363671998,0.000612599350607061,0.004200465910035429,0.04607361731485832,1.0,1.0,0.0,9.100368209225069,11.596528997580815,BUDGET_EXHAUSTED,False,33,1
"[-0.00051973 -0.00058423 -0.00931539 -0.00768193 -0.01825743 -0.02115347
 -0.02544166 -0.29365733  0.00237806 -0.00058044 -0.03148909]","[ 1.42102164e-04 -1.93244098e-04 -1.00021084e-02 -7.01641461e-03
 -1.92713568e-02 -2.18588547e-02 -2.59888912e-02 -2.93213030e-01
  2.94253185e-03 -1.29158723e-04 -3.17142229e-02]","[ 8.79727584  6.76537363  9.45648648  8.91104161 11.38655193  9.14905674
  6.81116167 11.3333402   6.7765368   9.31126945  8.23503086]","[-0.00282226 -0.00523341 -0.00962374 -0.00377673 -0.01837006 -0.02194341
 -0.02255782 -0.29053737  0.         -0.00298197 -0.02845587]","[-0.00048418 -0.00024736 -0.00609475 -0.00456489 -0.01096512 -0.01252599
 -0.01782026 -0.15906052  0.00145981 -0.000502   -0.02051133]",2048,1418,256,1625,0.0006105760084233676,0.0005778888418753924,0.0027231782694061,0.04094737549195163,1.0,1.0,0.0,8.812102291036298,11.38655192586679,BUDGET_EXHAUSTED,False,34,0
"[-0.0004644   0.02105736  0.03634874  0.00601586 -0.03000303 -0.28316906
 -0.16380877 -0.14183887  0.05012758 -0.02357328  0.0394952 ]","[-0.0021924   0.01850139  0.03318333  0.00489508 -0.02946276 -0.27764233
 -0.15963555 -0.13821166  0.04837178 -0.0267229   0.03910337]","[ 7.89640357  9.82634133 10.94048304 10.55836169 10.45156316 10.39375793
  7.76893352 12.94399434 10.24107321 11.69293231  7.69738817]","[ 0.01108102  0.02460507  0.03088965  0.         -0.02592939 -0.28156779
 -0.17262062 -0.13857704  0.04930578 -0.02925626  0.04225692]","[ 0.00025922  0.00968874  0.01724759  0.00593407 -0.00616497 -0.089575
 -0.06896559 -0.05867632  0.0260719  -0.00660892  0.01858032]",2048,1386,256,1553,0.002944339761989055,0.002521349635987533,0.005720145291186542,0.07119542631776941,1.0,1.0,0.0,10.037384751696557,12.94399434050533,BUDGET_EXHAUSTED,False,35,1
"[-0.00059211 -0.00094693 -0.00308735 -0.02385989 -0.00593514 -0.00095211
 -0.04458445 -0.24384304 -0.02510752  0.00215086 -0.01515214]","[-1.38247544e-04 -8.57665945e-04 -3.04259903e-03 -2.50018871e-02
 -6.13294951e-03 -8.50487794e-04 -4.19633018e-02 -2.46079355e-01
 -2.58843133e-02  2.39298476e-03 -1.43519965e-02]","[ 8.78878805  6.82218029  9.13272686  6.74180258  8.26743795  8.69864336
 11.01777879  6.70044216 11.16470925  9.20796103  9.27162976]","[ 0.         -0.00310068 -0.00578752 -0.02218621 -0.0023218  -0.00863006
 -0.04846594 -0.23659195 -0.02976517  0.0022755  -0.00733599]","[-0.00057865 -0.0006427  -0.00219944 -0.01394174 -0.00331985 -0.00128013
 -0.02712311 -0.1322575  -0.01978015  0.0017217  -0.0090833 ]",2048,1383,256,1638,0.001157715405295724,0.0007914395677592741,0.004646938980906218,0.03428202012028199,1.0,1.0,0.0,8.710372733663037,11.164709247664184,BUDGET_EXHAUSTED,False,36,0
"[-0.01992822 -0.00873355 -0.01871948  0.00910576  0.00626498 -0.03873621
 -0.11072529 -0.41784981 -0.0469337   0.00157048 -0.05834452]","[-0.01957463 -0.0082531  -0.01905265  0.00933685  0.00568819 -0.03857846
 -0.11166826 -0.41729733 -0.04592488  0.00149368 -0.05919897]","[ 7.15945467  9.63557169 11.5179084   9.77354592 10.95281506  7.25543431
  7.41038454  8.55664178  7.00721297 10.14340227 11.44973474]","[-0.02770139 -0.00903826 -0.0109567   0.00475872  0.         -0.04768596
 -0.10806466 -0.41319988 -0.04966286  0.01183501 -0.05331358]","[-0.01527722 -0.006351   -0.01253979  0.00607154  0.00353534 -0.02753354
 -0.06773057 -0.19433857 -0.02803398  0.00070982 -0.04268909]",2048,1520,256,1670,0.0005897579728688371,0.0005062145555779455,0.006221958265878859,0.06916154004177733,1.0,1.0,0.0,9.169282394668649,11.517908395927922,BUDGET_EXHAUSTED,False,37,1
"[-2.55294359e-05  6.50281717e-03  1.30394735e-03  2.39064922e-02
  2.20295078e-03 -1.38109182e-02  6.48543581e-02  3.49899435e-01
 -5.78558914e-03  9.52048101e-04  2.31492644e-02]","[-5.54703902e-04  6.37211855e-03  1.35867339e-03  2.29364524e-02
  2.63799624e-03 -1.30800011e-02  6.75189893e-02  3.49775140e-01
 -5.60826062e-03 -9.28649608e-05  2.18857365e-02]","[ 9.04903011  6.73361008 10.65637707  8.5836859   6.6721997   9.57016805
 11.71254659  8.64163447  6.72907459  9.34786312  8.42215714]","[-8.09612693e-03  2.94555223e-04  7.17619730e-03  2.14343654e-02
  2.47285572e-03 -1.32563028e-02  6.46835008e-02  3.53512841e-01
  3.57239782e-03  0.00000000e+00  2.13549923e-02]","[-3.97617236e-05  4.87703569e-03  4.09226372e-04  1.69502010e-02
  2.38613493e-03 -7.87066241e-03  3.92149223e-02  1.64035686e-01
 -3.23118433e-03  5.32873555e-04  1.56799129e-02]",2048,1422,256,1616,0.0010357291920139891,0.0007386633486594612,0.0047619310633969375,0.05669083597657524,1.0,1.0,0.0,8.738031528765644,11.712546589612261,BUDGET_EXHAUSTED,False,38,0
"[ 0.00059788 -0.00052317  0.03641798  0.01073575  0.02116624 -0.02931597
  0.03635019  0.28725872 -0.00234074  0.00083232  0.02104393]","[-0.0003306  -0.0014472   0.03988256  0.01034189  0.02050979 -0.02849464
  0.03480355  0.28796936 -0.00363437 -0.00038724  0.02301002]","[ 9.04498746  8.56943749  6.81912236  8.51566119  9.20514407  8.51436418
  8.98302222  6.88307564  9.10597077 10.86959623  9.27522934]","[ 0.00531983 -0.00265847  0.03493321  0.01017804  0.01871382 -0.02767028
  0.03921989  0.28729747  0.         -0.00251906  0.01940868]","[ 0.0004474  -0.00032947  0.02048104  0.00635356  0.01241874 -0.01720465
  0.02375483  0.13594406 -0.00156449  0.00055021  0.01330179]",2048,1487,256,1586,0.0015046375264799077,0.0012659352722866263,0.002444216613928171,0.046330675984088576,1.0,1.0,0.0,8.707782813546768,10.86959623049157,BUDGET_EXHAUSTED,False,39,1
"[ 0.00067181  0.01280126 -0.01608327  0.00915887  0.04149138  0.1022867
  0.14606368  0.33113835 -0.00490989 -0.0007641   0.04397107]","[ 0.00233706  0.01303517 -0.01255447  0.00953252  0.03896067  0.10426516
  0.14310229  0.32326766 -0.00163307  0.00138325  0.0441296 ]","[ 6.91752403  6.70886855 10.19905434  6.80223482 11.16517305 11.1109512
 10.36300459  6.99153757  9.3478227   8.08925496  9.16870405]","[ 0.002584    0.02115219 -0.01585067  0.00430189  0.04476872  0.10313303
  0.14467057  0.32841778 -0.0101007   0.          0.04274905]","[ 0.00018719  0.00738564 -0.0092277   0.00210416  0.01642783  0.03813029
  0.05837164  0.11864732 -0.00500586 -0.00034151  0.02121805]",2048,1430,256,1567,0.003188474678753469,0.0024295981206507835,0.0036538916749987204,0.07275786503871247,1.0,1.0,0.0,8.80582998733026,11.165173048359135,BUDGET_EXHAUSTED,False,40,0
"[ 0.00284541  0.00096335  0.01135782 -0.03403954 -0.01758556 -0.10415888
 -0.05026986 -0.32391048 -0.0053324  -0.00189895 -0.0745438 ]","[ 1.76981633e-03  2.14723298e-04  1.12611276e-02 -3.37228003e-02
 -1.65659192e-02 -1.03964479e-01 -4.99867033e-02 -3.23327874e-01
 -4.94237731e-03 -3.90692784e-03 -7.34014724e-02]","[ 9.2350764   9.38679834  9.07812574  9.59795232  7.17358768  9.86967619
  7.11309618  9.40814918  8.51486283 12.03682395  8.71809788]","[ 0.         -0.00250733  0.01331893 -0.03202204 -0.02241948 -0.09729864
 -0.05309831 -0.32779205 -0.00253633 -0.00727637 -0.06494127]","[ 0.00118984  0.00071187  0.00551732 -0.01554234 -0.00671335 -0.04581723
 -0.02273679 -0.14804227 -0.00266117 -0.00085683 -0.02727781]",2048,1458,256,1626,0.0008950926939661157,0.0007143441671201602,0.004772059650232129,0.05864454235840394,1.0,1.0,0.0,9.102931517402661,12.036823952883392,BUDGET_EXHAUSTED,False,41,1
"[-0.00376445  0.0011761  -0.01581025  0.00831186 -0.05379532 -0.02117054
 -0.01908698 -0.07094691 -0.06741736 -0.00976116 -0.12209176]","[-0.00243689  0.00222647 -0.01386838  0.00848743 -0.05561874 -0.02163728
 -0.01926632 -0.07349348 -0.06824819 -0.00901717 -0.12148425]","[10.62965229  9.28309078 11.10784157  6.89337624  9.36409812  6.80736732
 11.62752813  9.19656469  6.77308597  7.98760975  9.48033091]","[ 0.          0.01093491 -0.00452264  0.00561162 -0.05382051 -0.0195428
 -0.03627692 -0.0638312  -0.07004365 -0.00481539 -0.1380502 ]","[-0.0010713   0.00082667 -0.00451355  0.01021204 -0.01626115 -0.00097987
  0.00905171 -0.01254302 -0.02174877 -0.00275957 -0.03773108]",2048,1405,256,1629,0.0012912331177311962,0.0010630696104985868,0.008938753197180625,0.037427804675286384,1.0,1.0,0.0,9.013685979010255,11.627528128547421,BUDGET_EXHAUSTED,False,42,0
"[-3.29473860e-04  7.32932586e-04  5.64635336e-03 -3.50426839e-02
 -6.96562260e-03 -5.45184298e-02 -1.96711033e-02 -5.28657972e-01
  1.32138654e-03  2.22039766e-04 -3.13187830e-02]","[-3.76250646e-04  1.01315714e-03  5.70928103e-03 -3.32144067e-02
 -7.41208239e-03 -5.30132408e-02 -2.16023417e-02 -5.31296966e-01
  1.17359809e-03  9.39514150e-05 -2.96560554e-02]","[12.24574799 10.45179748 10.02502287  9.45742421  7.75929212  8.02205615
 11.94330057 10.17945458  7.80976945 10.36933623 11.84793447]","[ 0.          0.00076116  0.00327642 -0.03560137 -0.00305642 -0.0540159
 -0.02171343 -0.52187159  0.00150083  0.00172795 -0.03958902]","[-1.04064732e-04  4.69371589e-04  3.50423735e-03 -2.29100292e-02
 -5.14170622e-03 -3.94950917e-02 -1.41417798e-02 -2.98840067e-01
  9.53245493e-04  9.98457626e-05 -1.94477527e-02]",2048,1400,256,1605,0.0013276457380412283,0.0009707901931855999,0.00359918319897574,0.06965424496148766,1.0,1.0,0.0,10.010103283896415,12.245747986478577,BUDGET_EXHAUSTED,False,43,1
"[-0.00208581 -0.00229755  0.00552225  0.03349314  0.00473544  0.08598621
  0.1444143   0.29887614 -0.03917919  0.00060884  0.04381763]","[ 0.00091903 -0.00070664  0.00742406  0.03050566  0.00521264  0.08441821
  0.14344531  0.29228293 -0.03669319  0.00255026  0.04453313]","[13.71049514  9.94064431 11.55385028  7.84050964 10.02911358  9.00805726
 10.21207729  8.35311202 11.25122654 11.08871785 14.11748375]","[ 0.         -0.00717417  0.01581893  0.03135508 -0.00921167  0.08749762
  0.13542177  0.3002094  -0.03737953  0.00885138  0.04850258]","[-0.00100149 -0.00135145  0.00312712  0.01774597  0.00192711  0.05106834
  0.071559    0.15979129 -0.02588499  0.00060915  0.02523789]",2048,1509,256,1626,0.0027246168321429214,0.0022032145889543564,0.006817770401759042,0.04922800231348502,1.0,1.0,0.0,10.645935243235824,14.117483754584843,BUDGET_EXHAUSTED,False,44,0
"[-1.47975659e-04  1.14451673e-03  9.00963130e-03 -2.36153787e-02
 -6.10866796e-03 -4.58593073e-02 -1.07114517e-01 -3.02671879e-01
 -2.89413002e-03  8.29277556e-04 -3.75230571e-02]","[-2.62814407e-04  1.26520145e-03  8.57020565e-03 -2.34727966e-02
 -6.71241983e-03 -4.51298653e-02 -1.07777863e-01 -3.01951737e-01
 -3.92721128e-03  3.80156357e-04 -3.59323438e-02]","[ 6.50767599  6.65290095  9.02425385  9.15928461  9.07595234  9.87379553
 10.63582548  8.57623502  8.72502589  6.66696263  8.92119749]","[ 0.0114087  -0.00764508  0.01322977 -0.02337175 -0.01351745 -0.04754939
 -0.11154943 -0.30014127  0.         -0.00601271 -0.02980287]","[-6.52292938e-05  6.63405320e-04  4.77952546e-03 -1.50135591e-02
 -3.35976720e-03 -2.21800276e-02 -5.56111815e-02 -1.35252462e-01
 -1.45868043e-03  4.10805551e-04 -2.16169435e-02]",2048,1455,256,1549,0.0007321044891910873,0.0006006480545460717,0.006232550253045585,0.05359569414822452,1.0,1.0,0.0,8.52900997881165,10.635825475756155,BUDGET_EXHAUSTED,False,45,1
"[-0.00028515 -0.00237839  0.00833743 -0.01915727  0.01054447 -0.18353247
 -0.17111579 -0.06776113  0.0060706   0.00157372  0.01148481]","[-0.0002008  -0.0030278   0.00759894 -0.01828041  0.00836948 -0.17938722
 -0.1691972  -0.06850159  0.00619956  0.00128707  0.00892079]","[ 9.53232316  8.54684143  9.45167215  7.2936677   8.45224959  9.61841645
  9.41002025  7.15526249  7.08301909 11.72518859 12.36372717]","[ 0.         -0.00503383  0.0090226  -0.01494869  0.00781506 -0.18706714
 -0.16887895 -0.06788435  0.00424479  0.00278263  0.01372872]","[-0.00016661 -0.00074197  0.0044729  -0.00838899  0.00522081 -0.07707098
 -0.07717512 -0.0230484   0.00354104  0.00081544  0.00650268]",2048,1415,256,1620,0.0017724942958709231,0.0013007306985819758,0.002337570737137419,0.04507755680235004,1.0,1.0,0.0,9.148398915744238,12.363727170945609,BUDGET_EXHAUSTED,False,46,0
